lable	label	text
3	拒绝	You are bullying Ontarians for almost a year.\n\nI do not feel safe or accepted.\n\nHow do you know the vaccine is safe… https://t.co/OA63Ryb5W6
0	质询	Why is  cyrils afraid  of gatherings \nWe are in level 1 gatherings  must be allowed yo Kudala sivalelwe bo\n#CovidVaccine
0	陈述	@Ruebentuesday @Carrot70 @Stoat92976498 @MarkMcGowanMP Sweeden has a much higher rate of deaths than its neighbouri… https://t.co/IOcoTbmti4
1	希望	Looking forward to this discussion tonight! @AdamRutherford and @DavidOlusoga are tackling stereotypes and myths ab… https://t.co/3Y06VR2aaj
2	咨询	@bkives Are they sayings it’s going to take more than a year to vaccinate Manitoba
0	引述	Are the Covid vaccines working to reduce transmission of the virus?\n\nhttps://t.co/bEu4US3a1l https://t.co/1m5inDqLtb
0	陈述	By the way--what every other western and some other countries have done already in part or in some other way, many… https://t.co/LTFHnoFvxy
1	抱怨	This is absolutely fucking disgusting. People hate on those that are talented and popular. This host needs to grow… https://t.co/Du3F3bOe5W
0	同意	@Ryan_Mac_Phd @Krazy_Kris @NBCNews Agreed!! No one, that we know of, has been hospitalized or died after receiving… https://t.co/nhIDegupw6
0	陈述	@RobertGarcia My wife got the second vaccine today! Thank you, Mayor Garcia and LBUSD 🙏
1	抱怨	@JMerrimanCA @sunlorrie Also, the mRNA vaccines are expensive at $25-45 a dose.  Where the AZ one is $5, in part be… https://t.co/bQboscxnjt
0	引述	A monkey shortage is @John_Bailey's worst nightmare:\n\nhttps://t.co/HCpGaJ6apa
1	感谢	THANK YOU.\n(And if anyone is laboring under the delusion that NBC's take is just a one-off mistake, be ye quickly d… https://t.co/P5LT1AwqiO
0	断定	The vaccine doesn't seem to be working, but, will certainly help open the economy .\nSo, go inject yourselves.
0	引述	US Health Experts: Vaccines Will Increase by Spring https://t.co/DXXzlykJkK
0	陈述	@ClairesOwner And I saw a tweet wondering if those with stronger vaccine reactions would’ve been sicker with covid. Interesting question.
2	邀请/建议	😷We should all still be washing our hands like this, vaccination progress notwithstanding!👍😁\n#vaccine #COVID19 https://t.co/uNu50mvrj0
2	咨询	How about a vaccine against misinformation?
1	欣喜	IM SO EXCITED https://t.co/p8ZDB9URcb
0	引述	The U.S. government says it won't be making routine immigration enforcement arrests at COVID-19 vaccination sites.\n\nhttps://t.co/69fdvcAHIQ
0	陈述	17.7m people vaccinated in UK....this must be some ageing population as I'm hearing July is the latest those under 40 get a vaccine🧐
0	陈述	Day 2 of vaccinator training in York 💉 https://t.co/sYRIIf9xON
0	引述	Uber, Walgreens boost vaccine access | LinkedIn https://t.co/fR8ax7Bri6
0	批评	The most corrupt President of the @MYANC \n\n@DailyMirror you need to see why Cyril rejected Brittish Vaxx, for this… https://t.co/F3a8X1VLdp
2	咨询	Wouldn't healthy people who didn't get the vaccine, stay healthy, if the sick got vaccinated instead? 😳
0	引述	President Akufo-Addo to be first Ghanaian to receive coronavirus vaccine https://t.co/kuVwXYvxQX
0	引述	Bill Gates warns THIRD vaccine dose needed to beat coronavirus variants | Science | News | https://t.co/tPjF4rryR9 https://t.co/ZpXLeIuZ6K
0	赞扬	Fantastic, well done the #Boris Government! https://t.co/Ke2WeFy1ya
0	陈述	@rtenews i had my vaccine last week but the vaccine makers say we cant be sure they will prevent us from transmitti… https://t.co/sQRKtn5Cid
0	引述	Massachusetts extends vaccine eligibility to people 65 and older\nhttps://t.co/sbvgPBYCaA
0	引述	@Israellycool @thedirtyhippie_ @EoinHiggins_ @nbcsnl @StopAntisemites Nice try asshole https://t.co/3O0gGLkR72
0	引述	No, the Tuskegee Study Is Not the Top Reason Some Black Americans Question the COVID-19 Vaccine | KQED https://t.co/zXvIBJ4OW3
0	引述	Vaccine Signups Cater to the Tech-Savvy, Leaving Out Many https://t.co/iR4FJZ3745 via @pewtrusts
0	引述	Statistics show thousands of Minnesotans will die after getting the COVID vaccine — but not because of it https://t.co/sakHb9TUNi
0	质询	@suetthemam @TomGribbin6 @jeremycorbyn What ghetto are you talking about? If you're talking about Gaza &amp; P.A. contr… https://t.co/t9d2ZqgX5h
0	引述	Vaccination 'success' and hopes for lockdown exit - BBC News https://t.co/kC9ILdtEku https://t.co/lXOYRvONlK
0	引述	https://t.co/DLURYhGYZq\nTerrible Covid Vaccine Reactions - PLEASE SHARE!
1	抱怨	Max 2 households? What’s the point https://t.co/LtSgoo0Cdp
1	攻击	@MikeCarlton01 @TonyKoc69285191 Have these idiots never had a blood test?  Or a fly vaccine? Do they not look at ho… https://t.co/yC1JSAUD0H
0	推测	@jercor1 It's the NHS system and people (not the govt. nhs facade) who are rolling out the vaccine is probably why.
0	陈述	@DrZoeHyde Anecdotally I know people who've had covid and then had the Pfizer or AZ vaccine and they all felt horri… https://t.co/6u0YNr5U4d
1	欣喜	Yes!  Finally!  After weeks of working for this, it's finally going to be officially announced\n\nA mass vaccination… https://t.co/3GWuprF7l4
1	攻击	@tomselliott @JoeNBC @GovRonDeSantis Does @JoeNBC really believe the bullshit coming out of his mouth? @NBCNews… https://t.co/CeIjulKzJc
0	引述	Here’s How the COVID-19 Vaccination Strategy Is Working So Far in the United States https://t.co/f8vKSbiyL5
0	赞扬	&lt;—— First #COVIDVaccine dose this AM @VABedfordHCS. Very smooth, efficient operation. H/T @pfizer
1	希望	if mandatory quarantine becomes a thing i really hope us hotel staff get bumped up for the vaccine. currently we’ll… https://t.co/0czZJjfPHa
0	引述	COVID: SA employers MAY ‘legally dismiss’ workers who refuse a vaccine https://t.co/jF1VjeeG4z
1	反讽	@drdavidsamadi That's because most viruses aren't depopulation bio weapons owned by Bill Gates
0	引述	Oxford Covid vaccine study shows UK following right approach and jab CAN halt transmission\nhttps://t.co/W0QA6J6ZXi
1	难过	POOR CAPTAIN TOM HE GOT THE COVID MAYBE IF THE MSM HADNT KEPT HIM OUTDOORS MAYBE HE WOULDNT HAVE GOT PNEUMONIA AND… https://t.co/JY59qwRuYy
4	other	@DaveVescio The distribution speed of the Covid vaccine
0	批评	@britom1947 @10DowningStreet The Govt. have blocked the Office of National statistics releasing the figures of deat… https://t.co/MDSXzXhz4t
1	反讽	Well at least the governor of pennsylvania is more sane in his mind than what doctor Fauci is saying that we would… https://t.co/WaJe42fwn4
2	咨询	@Mike_Fergus @afneil And what would the “death toll” be without the early arrival &amp; mass immunisation of the vaccin… https://t.co/QVTVn6lE9M
1	希望	@HonourableHloni The players need Covid19 vaccine
0	引述	PM: Vaccination vital for herd immunity https://t.co/39nDWopc5Q https://t.co/1uX2826uzZ
0	不同意	@chrisgreybrexit Overly partisan people project their own pathology onto others. I’m very much anti-Brexit but also… https://t.co/gBS3BTRt1n
1	反讽	@ElaineKirk @KathyConWom @feargalthecat The article doesn’t provide any data source for the “100s” of children. The… https://t.co/PyOA3WeXgD
0	引述	@LinaKlasik OMG. Those are hoax. \n\nhttps://t.co/a36BVcXJlj\n\nhttps://t.co/jNJTVaDC8i\n\nhttps://t.co/QFPWiv8Vod
2	咨询	Or a celebrity? https://t.co/DeSJIHtall
3	承诺	In lieu of actually getting the vaccine, I guess I'll just stay inside and hit refresh on the NYS vaccine distribution website until August.
0	引述	Unexpected side effects!!! \n\nIranian Cleric Abbas Tabrizian: Covid Vaccine Makes You Gay https://t.co/KJ8AT4xuq4
0	批评	@mattwardfromage So far.. #astrazenecavaccine  #COVID19 \nTrusting a company with a criminal past is not wise.. https://t.co/UMBGiUpoBX
2	请求	@IngrahamAngle First vaccinate the teachers who WANT the vaccine.
0	引述	Not a silly idea I think?\n\nhttps://t.co/WkNpVH4W5N
0	引述	Facebook says it will take down false vaccine claims https://t.co/OGp0qSTwFC
0	引述	LIVE: White House COVID-19 response team gives update as FDA to review Johnson &amp; Johnson vaccine https://t.co/wuYvJ3mEGl qua @FacebookWatch
0	质询	And how do we ensure low income black communities aren’t given the least effective vaccine out of cost and convenie… https://t.co/ebCa0phmkT
0	质询	@angie_rasmussen @nathanpsmad @nytimes So why we should vaccine if we are not sure???🤣🤣🤣🤣 \nBiggest hoax in history,… https://t.co/TbLURj86yU
0	不同意	@timescolonist No it didn't. It signed an understanding to produce an unapproved vaccine with poor ratings at a facility not even built yet.
0	引述	Sharon Hawks says it has been hard to hear people citing the Tuskegee experiment as one reason they’re reluctant to… https://t.co/H0EshWD34O
0	陈述	@hewitson10 So many will be unvaccinated on 21 June either with first or second vaccination ....and everything supp… https://t.co/QxwLyM3dln
0	断定	My sense from today is that health care workers were surprised and unhappy to no longer be prioritized under the va… https://t.co/PzKyIygBTO
0	陈述	@SandySue1958 My Momma &amp; MIL both had shingles. You don't want that. Momma's was almost down to her eyelid from her… https://t.co/o8UYgJULAe
0	陈述	@KWNowosad @JimmyMcCaul @jmccorm89 @brianlilley @JustinTrudeau GSK and Novartis don't have the facilities to produce mRNA vaccines.
0	引述	@Sandy_G1 So now you have started making excuses.Many nri's are regularly coming to https://t.co/BTRPudI9eD are jus… https://t.co/qoKAUnnTgN
1	感谢	@gazsouth Yes, my 84 year old Mum thank goodness (but she lives in Jeremy Hunt’s constituency and they were one of… https://t.co/vlq4bK9WF3
0	引述	Dr. Fauci Just Said Don't Take This Medication With the COVID Vaccine  https://t.co/KnCb95vhsL
1	抱怨	It’s truly disgusting that they aren’t prioritizing high risk disabled people in getting the vaccine. Countless dis… https://t.co/jprHht4Hb0
0	引述	Manitoba's age-based vaccine rollout will see First Nations people 20 years younger inoculated https://t.co/fmenftWv34
0	引述	I'm seeing a small pocket of COVID-19 vaccine appointments for *today* in Anchorage.  https://t.co/L0flFfiyWI https://t.co/9Y8hwDv0jI
0	陈述	I second this @PottCoPHD! Today's experience was nothing but perfect. Thank you for all you did to make this happen. https://t.co/ULXoiqOLb7
2	请求	Please name the CJP !! https://t.co/CaWr3zq8aX
0	质询	@Clairina @pcrclaims If by definition a vaccine is something that provides immunity, why are you calling this a vaccine?
1	攻击	@DrPanMD You are a pathological liar!!! You are the one who discriminates against and has extreme hatred for anyone… https://t.co/0ourV5prea
1	反讽	#AlcoholBan this is how we vaccinate akere, bahlali? https://t.co/X3cJMxvzTm
0	断定	Social media is ultimately one of the ways we’ll succeed in combatting COVID-19 vaccine disinformation. Encouraging… https://t.co/iabiOrEnbB
1	幽默	Me and the boys after we get the vaccine https://t.co/h0t9s9oX61
0	引述	How did Britain get their vaccine manufacturing plant up and running in 10 months? https://t.co/Rx0qoNX9A2
1	希望	@drowzeebee God we need the vaccine
0	引述	Karl Stefanovic Says 'Everyday People' Unsure Of COVID-19 Vaccine 'Are Not Anti-Vaxxers': https://t.co/82MqOAU2dH #auspol #australiapm
4	other	A friend once asked if I did the interviewing &amp; writing for my stories, &amp; I said yes ppl typically do both to avoid… https://t.co/AMwzPdRGJX
0	断定	@ABC Well we all know that's commie BS! Probably bought Bottled water when they told him it was vaccine. That would be the commie way!
0	质询	Why dont we order new efficient vaccines?? https://t.co/GMaJirFOkP
0	批评	@coopSpeak You still haven’t got an online booking system @fordnation . Pathetic, it’s not rocket science and you’v… https://t.co/0vdX6TpV6Y
3	拒绝	@MattLesser Don’t get me wrong - I’d love for these numbers to be true. But as a high risk person in CT I have been… https://t.co/YizIANy46p
0	陈述	Exactly , it’s also in most places where weed is legal so he can go ahead and get to the people any way possible he… https://t.co/E7lQ5GvCD1
0	陈述	@TADennis20 @OffGuardian0 Notice that almost no one who has had the vaccine will tell you that they had it for heal… https://t.co/bT9JA6f10n
0	引述	Biden invokes DPA to combat supply shortages, but experts say it's no 'magic wand' https://t.co/0xvmSa9Foq… https://t.co/aG6IFEVmn8
0	质询	@Ex101JC thread. Why I want a mRNA-based vaccine. https://t.co/5Yua4tJkeZ
0	引述	Single Dose of Pfizer Covid-19 Vaccine Provokes Strong Immune Response: Study https://t.co/1FKpz5arPa
0	质询	WHAT ABOUT THESE STUDENT LOANS THAT CAN BE CANCELLED THROUGH AN EXECUTIVE ORDER???? https://t.co/VV44GeUTix
0	析因	The surge was down to GP’s like my son being told to cancel all their clinics and vaccinate to meet target whilst… https://t.co/xUz0qgF5kW
0	陈述	Got my covid vaccine! This is 8 days later, having an unusual reaction, might be allergic. Arm is hot and hard to t… https://t.co/RhB4m3gQRI
0	不同意	DeathSantis gibberish. https://t.co/vPngXKYvNg
0	引述	Small pharmacies struggling to obtain reimbursement for COVID-19 vaccine administration https://t.co/aHAJgNxj6f https://t.co/XUzx5H0TBs
0	引述	Reasons to hope for the end of the COVID-19 pandemic ... https://t.co/XqXlXdre6y
